CandidateName,District,ConstituencyNo,Party,Symbol,Search Keywords
केशर बहादुर शाही,बाजुरा,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""Kaeshara Bahadaura Shahai"" OR ""केशर बहादुर शाही"" OR ""Kaeshara"")"
दिपक कुमार डि.सी.,बाजुरा,1,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,"(""दिपक कुमार डि.सी."" OR ""Daipaka Kaumara Daisai"" OR ""Daipaka"")"
भुपेन्द्र  ल्वार ,बाजुरा,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""Bhaupaenadara  Lawara"" OR ""भुपेन्द्र  ल्वार "" OR ""Bhaupaenadara"")"
उपेन्द्र शाही,बाजुरा,1,स्वतन्त्र,भँगेरा,"(""Upaenadara"" OR ""Upaenadara Shahai"" OR ""उपेन्द्र शाही"")"
दिपक बहादुर साउंद,अछाम,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Daipaka Bahadaura Saunda"" OR ""Daipaka"" OR ""दिपक बहादुर साउंद"")"
भरत कुमार स्वार,अछाम,1,नेपाली काँग्रेस,रुख,"(""Bharata"" OR ""भरत कुमार स्वार"" OR ""Bharata Kaumara Sawara"")"
भीम बहादुर रावल,अछाम,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""Bhaima Bahadaura Rawala"" OR ""Bhaima"" OR ""भीम बहादुर रावल"")"
ओमप्रकाश रावल,अछाम,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""Omaparakasha Rawala"" OR ""ओमप्रकाश रावल"" OR ""Omaparakasha"")"
लोकेन्द्र बहादुर शाह,अछाम,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""लोकेन्द्र बहादुर शाह"" OR ""Laokaenadara"" OR ""Laokaenadara Bahadaura Shaha"")"
सुरेन्द्र शाही,अछाम,1,नेपाल मजदुर किसान पार्टी,मादल,"(""सुरेन्द्र शाही"" OR ""Sauraenadara"" OR ""Sauraenadara Shahai"")"
लोकेन्द्र बहादुर शाही,अछाम,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""Laokaenadara Bahadaura Shahai"" OR ""Laokaenadara"" OR ""लोकेन्द्र बहादुर शाही"")"
भिम बहादुर कुँवर,अछाम,1,स्वतन्त्र,भँगेरा,"(""Bhaima Bahadaura Kauwara"" OR ""भिम बहादुर कुँवर"" OR ""Bhaima"")"
यज्ञ बहादुर बोगटी,अछाम,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Yajanya Bahadaura Baogatai"" OR ""यज्ञ बहादुर बोगटी"" OR ""Yajanya"")"
पुष्प बहादुर शाह,अछाम,2,नेपाली काँग्रेस,रुख,"(""Paushapa Bahadaura Shaha"" OR ""पुष्प बहादुर शाह"" OR ""Paushapa"")"
बल बहादुर कुंवर,अछाम,2,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""Bala"" OR ""बल बहादुर कुंवर"" OR ""Bala Bahadaura Kaunwara"")"
भुप देव शाह,अछाम,2,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""भुप देव शाह"" OR ""Bhaupa"" OR ""Bhaupa Daewa Shaha"")"
मिन बहादुर शाही,अछाम,2,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""मिन बहादुर शाही"" OR ""Maina"" OR ""Maina Bahadaura Shahai"")"
झंकर बहादुर शाही,अछाम,2,नेपाल मजदुर किसान पार्टी,मादल,"(""Jhankara Bahadaura Shahai"" OR ""झंकर बहादुर शाही"" OR ""Jhankara"")"
पुष्प राज न्यौपाने,अछाम,2,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,"(""Paushapa Raja Nayaupanae"" OR ""पुष्प राज न्यौपाने"" OR ""Paushapa"")"
शेर बहादुर वि क,अछाम,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""शेर बहादुर वि क"" OR ""Shaera Bahadaura Wai Ka"" OR ""Shaera"")"
राजेश रावल,अछाम,2,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"(""Rajaesha"" OR ""राजेश रावल"" OR ""Rajaesha Rawala"")"
ऐन बहादुर महर,बझाङ,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Aina Bahadaura Mahara"" OR ""Aina"" OR ""ऐन बहादुर महर"")"
प्रकाश रसाइली स्नेही,बझाङ,1,नेपाली काँग्रेस,रुख,"(""प्रकाश रसाइली स्नेही"" OR ""Parakasha Rasailai Sanaehai"" OR ""Parakasha"")"
मिन बहादुर कुवँर,बझाङ,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""Maina"" OR ""मिन बहादुर कुवँर"" OR ""Maina Bahadaura Kauwara"")"
शैलेश कुमार सिंह,बझाङ,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""शैलेश कुमार सिंह"" OR ""Shailaesha"" OR ""Shailaesha Kaumara Sainha"")"
बिश्व प्रकाश जेठारा,बझाङ,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""Baishawa"" OR ""Baishawa Parakasha Jaethara"" OR ""बिश्व प्रकाश जेठारा"")"
दल वहादुर वोहरा,बझाङ,1,नेपाल मजदुर किसान पार्टी,मादल,"(""दल वहादुर वोहरा"" OR ""Dala Wahadaura Waohara"" OR ""Dala"")"
भरत मल्ल,बझाङ,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""Bharata"" OR ""भरत मल्ल"" OR ""Bharata Malala"")"
दीपक बहादुर धामी,डोटी,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Daipaka Bahadaura Dhamai"" OR ""Daipaka"" OR ""दीपक बहादुर धामी"")"
भरत बहादुर खड्का,डोटी,1,नेपाली काँग्रेस,रुख,"(""Bharata"" OR ""भरत बहादुर खड्का"" OR ""Bharata Bahadaura Khadaka"")"
त्रिलोचन भट्ट,डोटी,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""त्रिलोचन भट्ट"" OR ""Tarailaochana Bhatata"" OR ""Tarailaochana"")"
नरेन्द्र बहादुर खडका,डोटी,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""Naraenadara Bahadaura Khadaka"" OR ""नरेन्द्र बहादुर खडका"" OR ""Naraenadara"")"
खडक वहादुर अग्रवाल,डोटी,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""Khadaka Wahadaura Agarawala"" OR ""Khadaka"" OR ""खडक वहादुर अग्रवाल"")"
खगेन्द्र बहादुर शाही,डोटी,1,नेपाल मजदुर किसान पार्टी,मादल,"(""Khagaenadara"" OR ""Khagaenadara Bahadaura Shahai"" OR ""खगेन्द्र बहादुर शाही"")"
मणिराज भट्ट,डोटी,1,राष्ट्रिय जनमोर्चा,गिलास,"(""मणिराज भट्ट"" OR ""Manairaja Bhatata"" OR ""Manairaja"")"
सरस्वती कुमारी पाल (मल्ल),डोटी,1,मितेरी पार्टी नेपाल,घोडा,"(""Sarasawatai Kaumarai Pala Malala"" OR ""Sarasawatai"" OR ""सरस्वती कुमारी पाल (मल्ल)"")"
प्रकास कठायत,डोटी,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""Parakasa"" OR ""प्रकास कठायत"" OR ""Parakasa Kathayata"")"
द्धारिका प्रसाद न्यौपाने,कैलाली,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""द्धारिका प्रसाद न्यौपाने"" OR ""Dadharaika"" OR ""Dadharaika Parasada Nayaupanae"")"
जनकराज चौधरी,कैलाली,1,नेपाली काँग्रेस,रुख,"(""जनकराज चौधरी"" OR ""Janakaraja"" OR ""Janakaraja Chaudharai"")"
रामलाल डगौरा थारु,कैलाली,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""रामलाल डगौरा थारु"" OR ""Ramalala Dagaura Tharau"" OR ""Ramalala"")"
कोमल ज्ञवाली,कैलाली,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""कोमल ज्ञवाली"" OR ""Kaomala"" OR ""Kaomala Janyawalai"")"
लोकेन्‍द्र कुँवर,कैलाली,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""लोकेन्‍द्र कुँवर"" OR ""Laokaenadara"" OR ""Laokaenadara Kauwara"")"
भगत राम डगाैरा थारु,कैलाली,1,जनमत पार्टी,लाउड स्पिकर,"(""Bhagata Rama Dagaira Tharau"" OR ""Bhagata"" OR ""भगत राम डगाैरा थारु"")"
सुनिता भण्डारा,कैलाली,1,नेपाल मजदुर किसान पार्टी,मादल,"(""Saunaita"" OR ""Saunaita Bhanadara"" OR ""सुनिता भण्डारा"")"
जनक राज शाह,कैलाली,1,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,"(""Janaka"" OR ""जनक राज शाह"" OR ""Janaka Raja Shaha"")"
विमल कुमार डगौरा,कैलाली,1,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"(""विमल कुमार डगौरा"" OR ""Waimala"" OR ""Waimala Kaumara Dagaura"")"
राम बहादुर विश्‍वकर्मा,कैलाली,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""Rama Bahadaura Waishawakarama"" OR ""राम बहादुर विश्‍वकर्मा"" OR ""Rama"")"
प्रदिप कुमार चौधरी,कैलाली,1,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"(""Paradaipa Kaumara Chaudharai"" OR ""प्रदिप कुमार चौधरी"" OR ""Paradaipa"")"
रुपा कुमारी चौधरी,कैलाली,1,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"(""Raupa Kaumarai Chaudharai"" OR ""Raupa"" OR ""रुपा कुमारी चौधरी"")"
अरुण ठकुल्ला,कैलाली,1,स्वतन्त्र,आँप,"(""Arauna"" OR ""Arauna Thakaulala"" OR ""अरुण ठकुल्ला"")"
तपेन्द्र शाह,कैलाली,1,स्वतन्त्र,क्याप,"(""Tapaenadara Shaha"" OR ""तपेन्द्र शाह"" OR ""Tapaenadara"")"
नरेश रावल,कैलाली,1,स्वतन्त्र,भँगेरा,"(""Naraesha Rawala"" OR ""नरेश रावल"" OR ""Naraesha"")"
फागु राम थारु,कैलाली,1,स्वतन्त्र,ढिकी,"(""Phagau Rama Tharau"" OR ""Phagau"" OR ""फागु राम थारु"")"
राजेन्द्र बहादुर शाही,कैलाली,1,स्वतन्त्र,अनार,"(""राजेन्द्र बहादुर शाही"" OR ""Rajaenadara Bahadaura Shahai"" OR ""Rajaenadara"")"
सत्य नारायण भट्टराई,कैलाली,1,स्वतन्त्र,मुढा,"(""सत्य नारायण भट्टराई"" OR ""Sataya"" OR ""Sataya Narayana Bhatatarai"")"
सुर्य बहादुर थापा,कैलाली,2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Sauraya"" OR ""सुर्य बहादुर थापा"" OR ""Sauraya Bahadaura Thapa"")"
विजय बहादुर स्वाँर,कैलाली,2,नेपाली काँग्रेस,रुख,"(""Waijaya"" OR ""विजय बहादुर स्वाँर"" OR ""Waijaya Bahadaura Sawara"")"
नन्द बहादुर साउँद,कैलाली,2,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""नन्द बहादुर साउँद"" OR ""Nanada"" OR ""Nanada Bahadaura Sauda"")"
के पी खनाल,कैलाली,2,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""Kae"" OR ""के पी खनाल"" OR ""Kae Pai Khanala"")"
भरत सिहं वि.सि.(बुढाक्षेत्री),कैलाली,2,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""भरत सिहं वि.सि.(बुढाक्षेत्री)"" OR ""Bharata"" OR ""Bharata Saihan Waisaibaudhakashaetarai"")"
लक्ष्मी पुन मगर,कैलाली,2,नेपाल मजदुर किसान पार्टी,मादल,"(""Lakashamai Pauna Magara"" OR ""लक्ष्मी पुन मगर"" OR ""Lakashamai"")"
डम्वर बहादुर रावल,कैलाली,2,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,"(""Damawara"" OR ""Damawara Bahadaura Rawala"" OR ""डम्वर बहादुर रावल"")"
करबीरे कडाँरा,कैलाली,2,नेपाल मानवतावादी पार्टी,इनार,"(""करबीरे कडाँरा"" OR ""Karabairae Kadara"" OR ""Karabairae"")"
दल बहादुर बुचामगर,कैलाली,2,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी,"(""Dala Bahadaura Bauchamagara"" OR ""दल बहादुर बुचामगर"" OR ""Dala"")"
सम्झना विष्ट थापा,कैलाली,2,मितेरी पार्टी नेपाल,घोडा,"(""सम्झना विष्ट थापा"" OR ""Samajhana Waishata Thapa"" OR ""Samajhana"")"
दिल बहादुर साउँद,कैलाली,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""Daila Bahadaura Sauda"" OR ""दिल बहादुर साउँद"" OR ""Daila"")"
पति राम चौधरी,कैलाली,2,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",चकिया (जाँतो),"(""Patai"" OR ""पति राम चौधरी"" OR ""Patai Rama Chaudharai"")"
खगेन्द्र बहादुर रावत,कैलाली,2,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"(""खगेन्द्र बहादुर रावत"" OR ""Khagaenadara"" OR ""Khagaenadara Bahadaura Rawata"")"
दिपक रावल,कैलाली,2,स्वतन्त्र,क्यामरा,"(""Daipaka"" OR ""Daipaka Rawala"" OR ""दिपक रावल"")"
राजेश मयाल वि.क.,कैलाली,2,स्वतन्त्र,कैंची,"(""Rajaesha"" OR ""Rajaesha Mayala Waika"" OR ""राजेश मयाल वि.क."")"
गौरी शंकर चौधरी,कैलाली,3,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Gaurai"" OR ""गौरी शंकर चौधरी"" OR ""Gaurai Shankara Chaudharai"")"
भिम बडुवाल,कैलाली,3,नेपाली काँग्रेस,रुख,"(""भिम बडुवाल"" OR ""Bhaima Badauwala"" OR ""Bhaima"")"
विरमान चौधरी,कैलाली,3,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""Wairamana"" OR ""Wairamana Chaudharai"" OR ""विरमान चौधरी"")"
जगत प्रसाद जोशी,कैलाली,3,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""जगत प्रसाद जोशी"" OR ""Jagata"" OR ""Jagata Parasada Jaoshai"")"
बिरेन्द्र बहादुर बम,कैलाली,3,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""बिरेन्द्र बहादुर बम"" OR ""Bairaenadara Bahadaura Bama"" OR ""Bairaenadara"")"
जुनु महतारा शाही,कैलाली,3,नेपाल मजदुर किसान पार्टी,मादल,"(""Jaunau Mahatara Shahai"" OR ""Jaunau"" OR ""जुनु महतारा शाही"")"
देश राज चौधरी,कैलाली,3,राष्ट्रिय जनमोर्चा,गिलास,"(""Daesha"" OR ""देश राज चौधरी"" OR ""Daesha Raja Chaudharai"")"
लक्षी राम चौधरी,कैलाली,3,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,"(""Lakashai Rama Chaudharai"" OR ""लक्षी राम चौधरी"" OR ""Lakashai"")"
शुसिला थापा (मगर),कैलाली,3,मितेरी पार्टी नेपाल,घोडा,"(""Shausaila Thapa Magara"" OR ""Shausaila"" OR ""शुसिला थापा (मगर)"")"
अर्जुन प्रसाद कठरिया,कैलाली,3,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""Arajauna"" OR ""Arajauna Parasada Katharaiya"" OR ""अर्जुन प्रसाद कठरिया"")"
विक्रम चौधरी,कैलाली,3,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",चकिया (जाँतो),"(""Waikarama Chaudharai"" OR ""विक्रम चौधरी"" OR ""Waikarama"")"
लेख राज भट्ट,कैलाली,4,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Laekha Raja Bhatata"" OR ""Laekha"" OR ""लेख राज भट्ट"")"
गोरख बहादुर विष्ट,कैलाली,4,नेपाली काँग्रेस,रुख,"(""Gaorakha Bahadaura Waishata"" OR ""गोरख बहादुर विष्ट"" OR ""Gaorakha"")"
हरि राम चौधरी,कैलाली,4,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""Harai Rama Chaudharai"" OR ""हरि राम चौधरी"" OR ""Harai"")"
खेम राज कोईराला,कैलाली,4,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""खेम राज कोईराला"" OR ""Khaema"" OR ""Khaema Raja Kaoirala"")"
कमल रजवार,कैलाली,4,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""Kamala Rajawara"" OR ""Kamala"" OR ""कमल रजवार"")"
अमृता भुल,कैलाली,4,नेपाल मजदुर किसान पार्टी,मादल,"(""अमृता भुल"" OR ""Amarita Bhaula"" OR ""Amarita"")"
हेम राज भट्ट,कैलाली,4,राष्ट्रिय जनमोर्चा,गिलास,"(""Haema"" OR ""हेम राज भट्ट"" OR ""Haema Raja Bhatata"")"
यज्ञ बहादुर टमोटा,कैलाली,4,नेपाल मानवतावादी पार्टी,इनार,"(""Yajanya Bahadaura Tamaota"" OR ""यज्ञ बहादुर टमोटा"" OR ""Yajanya"")"
मोहन देव मिश्र,कैलाली,4,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,"(""मोहन देव मिश्र"" OR ""Maohana"" OR ""Maohana Daewa Maishara"")"
गोपीलाल चौधरी,कैलाली,4,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी,"(""Gaopailala"" OR ""Gaopailala Chaudharai"" OR ""गोपीलाल चौधरी"")"
भिम बहादुर थापा मगर,कैलाली,4,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"(""भिम बहादुर थापा मगर"" OR ""Bhaima Bahadaura Thapa Magara"" OR ""Bhaima"")"
दिनेश कुमार मल्ल,कैलाली,4,मितेरी पार्टी नेपाल,घोडा,"(""Dainaesha"" OR ""Dainaesha Kaumara Malala"" OR ""दिनेश कुमार मल्ल"")"
भक्त वहादुर शाही,कैलाली,4,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""Bhakata Wahadaura Shahai"" OR ""भक्त वहादुर शाही"" OR ""Bhakata"")"
सुभास कुवर,कैलाली,4,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"(""सुभास कुवर"" OR ""Saubhasa Kauwara"" OR ""Saubhasa"")"
धन बहादुर सुनार,कैलाली,4,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",चकिया (जाँतो),"(""Dhana"" OR ""धन बहादुर सुनार"" OR ""Dhana Bahadaura Saunara"")"
छत्र बहादुर भट्ट खत्री,कैलाली,4,स्वतन्त्र,आँप,"(""Chhatara"" OR ""छत्र बहादुर भट्ट खत्री"" OR ""Chhatara Bahadaura Bhatata Khatarai"")"
यज्ञ राज ढुंगाना उपाध्याय,कैलाली,5,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Yajanya Raja Dhaungana Upadhayaya"" OR ""Yajanya"" OR ""यज्ञ राज ढुंगाना उपाध्याय"")"
नर नारायण शाह,कैलाली,5,नेपाली काँग्रेस,रुख,"(""Nara Narayana Shaha"" OR ""नर नारायण शाह"" OR ""Nara"")"
प्रेम वहादुर आले,कैलाली,5,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""प्रेम वहादुर आले"" OR ""Paraema"" OR ""Paraema Wahadaura Alae"")"
आनन्‍द बहादुर चन्‍द,कैलाली,5,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""आनन्‍द बहादुर चन्‍द"" OR ""Ananada Bahadaura Chanada"" OR ""Ananada"")"
रोशन शाही,कैलाली,5,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""Raoshana"" OR ""रोशन शाही"" OR ""Raoshana Shahai"")"
धन वहादुर चौधरी,कैलाली,5,जनमत पार्टी,लाउड स्पिकर,"(""Dhana"" OR ""धन वहादुर चौधरी"" OR ""Dhana Wahadaura Chaudharai"")"
तृषण पुनमगर,कैलाली,5,नेपाल मजदुर किसान पार्टी,मादल,"(""Tarishana Paunamagara"" OR ""तृषण पुनमगर"" OR ""Tarishana"")"
शोभामणी जोशी,कैलाली,5,राष्ट्रिय जनमोर्चा,गिलास,"(""शोभामणी जोशी"" OR ""Shaobhamanai Jaoshai"" OR ""Shaobhamanai"")"
राधिका कुमारी कार्की,कैलाली,5,मितेरी पार्टी नेपाल,घोडा,"(""Radhaika Kaumarai Karakai"" OR ""राधिका कुमारी कार्की"" OR ""Radhaika"")"
बबरजंग बहादुर सिंह,कैलाली,5,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""Babarajanga Bahadaura Sainha"" OR ""Babarajanga"" OR ""बबरजंग बहादुर सिंह"")"
चन्द्र साउँद,कैलाली,5,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"(""चन्द्र साउँद"" OR ""Chanadara Sauda"" OR ""Chanadara"")"
जगन्नाथ चौधरी,कैलाली,5,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",चकिया (जाँतो),"(""Jagananatha Chaudharai"" OR ""Jagananatha"" OR ""जगन्नाथ चौधरी"")"
देव सिंह बिष्ट,कैलाली,5,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"(""देव सिंह बिष्ट"" OR ""Daewa Sainha Baishata"" OR ""Daewa"")"
इश्वरी विष्ट,कैलाली,5,स्वतन्त्र,आँप,"(""इश्वरी विष्ट"" OR ""Ishawarai Waishata"" OR ""Ishawarai"")"
प्यारे लाल राना,कैलाली,5,स्वतन्त्र,मुढा,"(""प्यारे लाल राना"" OR ""Payarae"" OR ""Payarae Lala Rana"")"
गणेश सिंह ठगुन्ना,दार्चुला,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Ganaesha"" OR ""गणेश सिंह ठगुन्ना"" OR ""Ganaesha Sainha Thagaunana"")"
धर्मानन्द जोशी,दार्चुला,1,नेपाली काँग्रेस,रुख,"(""धर्मानन्द जोशी"" OR ""Dharamananada"" OR ""Dharamananada Jaoshai"")"
लक्ष्मण दत्त जोशी,दार्चुला,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""लक्ष्मण दत्त जोशी"" OR ""Lakashamana Datata Jaoshai"" OR ""Lakashamana"")"
राजेश सिंह सामन्त (साउद),दार्चुला,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""Rajaesha"" OR ""राजेश सिंह सामन्त (साउद)"" OR ""Rajaesha Sainha Samanata Sauda"")"
राजेश चन्द,दार्चुला,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""Rajaesha"" OR ""Rajaesha Chanada"" OR ""राजेश चन्द"")"
रमेश कुमार रावल,दार्चुला,1,नेपाल मजदुर किसान पार्टी,मादल,"(""रमेश कुमार रावल"" OR ""Ramaesha Kaumara Rawala"" OR ""Ramaesha"")"
विर्ख राज पन्त,दार्चुला,1,राष्ट्रिय जनमोर्चा,गिलास,"(""Wairakha Raja Panata"" OR ""विर्ख राज पन्त"" OR ""Wairakha"")"
विद्या देव जोशी,दार्चुला,1,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,"(""Waidaya Daewa Jaoshai"" OR ""विद्या देव जोशी"" OR ""Waidaya"")"
गगन ठगुन्ना,दार्चुला,1,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,दाप सहितको खुकुरी,"(""Gagana"" OR ""गगन ठगुन्ना"" OR ""Gagana Thagaunana"")"
नव राज भट्ट,दार्चुला,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""Nawa Raja Bhatata"" OR ""Nawa"" OR ""नव राज भट्ट"")"
प्रेम सिह बडाल,दार्चुला,1,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"(""Paraema Saiha Badala"" OR ""Paraema"" OR ""प्रेम सिह बडाल"")"
दामोदर भण्डारी,बैतडी,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""दामोदर भण्डारी"" OR ""Damaodara Bhanadarai"" OR ""Damaodara"")"
चतुर बहादुर चन्द,बैतडी,1,नेपाली काँग्रेस,रुख,"(""Chataura"" OR ""चतुर बहादुर चन्द"" OR ""Chataura Bahadaura Chanada"")"
प्रमानन्द भट्ट,बैतडी,1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"(""Paramananada"" OR ""प्रमानन्द भट्ट"" OR ""Paramananada Bhatata"")"
हरि मोहन भण्डारी,बैतडी,1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"(""हरि मोहन भण्डारी"" OR ""Harai Maohana Bhanadarai"" OR ""Harai"")"
भुपेन बाहादुर चन्द,बैतडी,1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"(""Bhaupaena"" OR ""Bhaupaena Bahadaura Chanada"" OR ""भुपेन बाहादुर चन्द"")"
आन सिंह भण्डारी,बैतडी,1,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,"(""आन सिंह भण्डारी"" OR ""Ana Sainha Bhanadarai"" OR ""Ana"")"
नवराज कोइराला,बैतडी,1,नेपाल मजदुर किसान पार्टी,मादल,"(""नवराज कोइराला"" OR ""Nawaraja"" OR ""Nawaraja Kaoirala"")"
गजेन्द्र् राज पाण्डेय,बैतडी,1,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"(""Gajaenadara"" OR ""गजेन्द्र् राज पाण्डेय"" OR ""Gajaenadara Raja Panadaeya"")"
राम बहादुर कुँवर,बैतडी,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"(""राम बहादुर कुँवर"" OR ""Rama Bahadaura Kauwara"" OR ""Rama"")"
विसन सिंह वोहरा,बैतडी,1,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"(""विसन सिंह वोहरा"" OR ""Waisana Sainha Waohara"" OR ""Waisana"")"
जय प्रकाश पन्त,बैतडी,1,स्वतन्त्र,भँगेरा,"(""Jaya"" OR ""जय प्रकाश पन्त"" OR ""Jaya Parakasha Panata"")"
चक्र प्रसाद स्नेही,डडेलधुरा,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"(""Chakara Parasada Sanaehai"" OR ""Chakara"" OR ""चक्र प्रसाद स्नेही"")"
